cik10,feature_year,company_name,split,research_sector,sic,target_status,D5_revenues,anchor_t1_accn,B_revenues_reason,B_revenues_strategy,B_comparative_t_revenues_value,B_current_t1_revenues_value,B_comparative_t_revenues_tag,B_current_t1_revenues_tag,B_comparative_t_revenues_accn,B_current_t1_revenues_accn,B_comparative_t_revenues_start,B_comparative_t_revenues_end,B_current_t1_revenues_start,B_current_t1_revenues_end,B_comparative_t_revenues_statement_file,B_comparative_t_revenues_statement_short_name,B_comparative_t_revenues_statement_long_name,B_comparative_t_revenues_statement_role_uri,B_comparative_t_revenues_statement_label,B_comparative_t_revenues_statement_concepts,B_comparative_t_revenues_statement_row_class,B_comparative_t_revenues_statement_priority,B_comparative_t_revenues_statement_scale,B_comparative_t_revenues_statement_scale_label,B_revenues_statement_candidate_count,B_revenues_statement_candidates_json,year_band,old_concept_pair,revision_delta,scaled_revision_delta,abs_revenue_revision_delta,abs_scaled_revision_delta,review_category,statement_url,local_statement_path,manual_review_outcome,manual_statement_is_primary_consolidated,manual_row_is_total_revenue,manual_current_value_matches,manual_comparative_value_matches,manual_provenance_matches,manual_selection_error,manual_notes
0001013880,2011,"TTEC Holdings, Inc.",train,Extended_Candidate,7363,ambiguous,0.0,0001104659-13-014418,primary_statement_consolidated_revenue_confirmed,services_revenue_only,1179388000.0,1162981000.0,SalesRevenueServicesNet,SalesRevenueServicesNet,0001104659-13-014418,0001104659-13-014418,2011-01-01,2011-12-31,2012-01-01,2012-12-31,R4.htm,Consolidated Statements of Comprehensive Income,000120 - Statement - Consolidated Statements of Comprehensive Income,http://teletech.com/role/StatementConsolidatedStatementsOfComprehensiveIncome,Revenue,us-gaap:SalesRevenueServicesNet,ro,1.0,1000.0,thousands,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""Consolidated Statements of Comprehensive Income"",""long_name"":""000120 - Statement - Consolidated Statements of Comprehensive Income"",""role"":""http://teletech.com/role/StatementConsolidatedStatementsOfComprehensiveIncome"",""label"":""Revenue"",""concepts"":""us-gaap:SalesRevenueServicesNet"",""row_class"":""ro"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""1"",""comparative_end"":""2011-12-31"",""comparative_value"":1179388000.0,""current_end"":""2012-12-31"",""current_value"":1162981000.0}]",2011-2014,,1178208612.0,999.0,1178208612.0,999.0,largest_revenue_revision_delta_scaled,https://www.sec.gov/Archives/edgar/data/1013880/000110465913014418/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0001013880/000110465913014418/R4.htm,pending,,,,,,,
0001490281,2011,"Groupon, Inc.",train,Extended_Candidate,7311,ambiguous,0.0,0001490281-13-000008,primary_statement_consolidated_revenue_confirmed,revenues_general,1610430000.0,2334472000.0,Revenues,Revenues,0001490281-13-000008,0001490281-13-000008,2011-01-01,2011-12-31,2012-01-01,2012-12-31,R4.htm,Consolidated Statements of Operations,1002000 - Statement - Consolidated Statements of Operations,http://www.groupon.com/role/ConsolidatedStatementsOfOperations,Total revenue,us-gaap:Revenues,rou,0.0,1000.0,thousands,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""Consolidated Statements of Operations"",""long_name"":""1002000 - Statement - Consolidated Statements of Operations"",""role"":""http://www.groupon.com/role/ConsolidatedStatementsOfOperations"",""label"":""Total revenue"",""concepts"":""us-gaap:Revenues"",""row_class"":""rou"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""0"",""comparative_end"":""2011-12-31"",""comparative_value"":1610430000.0,""current_end"":""2012-12-31"",""current_value"":2334472000.0}]",2011-2014,,1608819570.0,999.0,1608819570.0,999.0,largest_revenue_revision_delta_scaled,https://www.sec.gov/Archives/edgar/data/1490281/000149028113000008/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0001490281/000149028113000008/R4.htm,pending,,,,,,,
0000797542,2021,QUANTUM X LABS INC.,validation,Technology,7372,ambiguous,0.0,0001493152-23-008765,primary_statement_consolidated_revenue_confirmed,contract_revenue_excluding_tax,45224000.0,96603000.0,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerExcludingAssessedTax,0001493152-23-008765,0001493152-23-008765,2021-01-01,2021-12-31,2022-01-01,2022-12-31,R4.htm,Consolidated Statements of Operations,00000004 - Statement - Consolidated Statements of Operations,http://corp.viewbix.com/role/StatementsOfOperations,Revenues,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,ro,0.0,1000.0,thousands,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""Consolidated Statements of Operations"",""long_name"":""00000004 - Statement - Consolidated Statements of Operations"",""role"":""http://corp.viewbix.com/role/StatementsOfOperations"",""label"":""Revenues"",""concepts"":""us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax"",""row_class"":""ro"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""0"",""comparative_end"":""2021-12-31"",""comparative_value"":45224000.0,""current_end"":""2022-12-31"",""current_value"":96603000.0}]",2019-2022,,45183000.0,1102.0243902439024,45183000.0,1102.0243902439024,largest_revenue_revision_delta_scaled,https://www.sec.gov/Archives/edgar/data/797542/000149315223008765/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0000797542/000149315223008765/R4.htm,pending,,,,,,,
0001173204,2011,Cineverse Corp.,train,Extended_Candidate,7841,available,0.0,0001173204-13-000005,primary_statement_consolidated_revenue_confirmed,revenues_general,76557000.0,88080000.0,Revenues,Revenues,0001173204-13-000005,0001173204-13-000005,2011-04-01,2012-03-31,2012-04-01,2013-03-31,R4.htm,Consolidated Statements of Operations,1002000 - Statement - Consolidated Statements of Operations,http://www.cinedigm.com/role/ConsolidatedStatementsOfOperations,Revenues,us-gaap:Revenues,ro,0.0,1000.0,thousands,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""Consolidated Statements of Operations"",""long_name"":""1002000 - Statement - Consolidated Statements of Operations"",""role"":""http://www.cinedigm.com/role/ConsolidatedStatementsOfOperations"",""label"":""Revenues"",""concepts"":""us-gaap:Revenues"",""row_class"":""ro"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""0"",""comparative_end"":""2012-03-31"",""comparative_value"":76557000.0,""current_end"":""2013-03-31"",""current_value"":88080000.0}]",2011-2014,,,,,,random_available_D5,https://www.sec.gov/Archives/edgar/data/1173204/000117320413000005/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0001173204/000117320413000005/R4.htm,pending,,,,,,,
0000825324,2012,Good Times Restaurants Inc.,train,Retail,5812,available,0.0,0000825324-13-000043,primary_statement_consolidated_revenue_confirmed,revenues_general,19706000.0,22892000.0,Revenues,Revenues,0000825324-13-000043,0000825324-13-000043,2011-10-01,2012-09-30,2012-10-01,2013-09-30,R4.htm,Consolidated Statements of Operations,004 - Statement - Consolidated Statements of Operations,http://www.goodtimesburgers.com/role/ConsolidatedStatementsOfOperations,Total net revenues,us-gaap:Revenues,reu,0.0,1.0,units,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""Consolidated Statements of Operations"",""long_name"":""004 - Statement - Consolidated Statements of Operations"",""role"":""http://www.goodtimesburgers.com/role/ConsolidatedStatementsOfOperations"",""label"":""Total net revenues"",""concepts"":""us-gaap:Revenues"",""row_class"":""reu"",""scale"":1.0,""scale_label"":""units"",""statement_priority"":""0"",""comparative_end"":""2012-09-30"",""comparative_value"":19706000.0,""current_end"":""2013-09-30"",""current_value"":22892000.0}]",2011-2014,,,,,,random_available_D5,https://www.sec.gov/Archives/edgar/data/825324/000082532413000043/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0000825324/000082532413000043/R4.htm,pending,,,,,,,
0000909494,2012,TUCOWS INC /PA/,train,Technology,7374,available,0.0,0001437749-14-004497,primary_statement_consolidated_revenue_confirmed,services_revenue_only,114726901.0,129934904.0,SalesRevenueServicesNet,SalesRevenueServicesNet,0001437749-14-004497,0001437749-14-004497,2012-01-01,2012-12-31,2013-01-01,2013-12-31,R4.htm,Consolidated Statements of Comprehensive Income,003 - Statement - Consolidated Statements of Comprehensive Income,http://tucows.com/role/ConsolidatedIncomeStatement,Net revenues (note 16),us-gaap:SalesRevenueServicesNet,re,1.0,1.0,units,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""Consolidated Statements of Comprehensive Income"",""long_name"":""003 - Statement - Consolidated Statements of Comprehensive Income"",""role"":""http://tucows.com/role/ConsolidatedIncomeStatement"",""label"":""Net revenues (note 16)"",""concepts"":""us-gaap:SalesRevenueServicesNet"",""row_class"":""re"",""scale"":1.0,""scale_label"":""units"",""statement_priority"":""1"",""comparative_end"":""2012-12-31"",""comparative_value"":114726901.0,""current_end"":""2013-12-31"",""current_value"":129934904.0}]",2011-2014,,,,,,random_available_D5,https://www.sec.gov/Archives/edgar/data/909494/000143774914004497/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0000909494/000143774914004497/R4.htm,pending,,,,,,,
0001037646,2012,METTLER TOLEDO INTERNATIONAL INC/,train,Technology,3826,available,0.0,0001037646-14-000005,primary_statement_consolidated_revenue_confirmed,sales_revenue_net,2341528000.0,2378972000.0,SalesRevenueNet,SalesRevenueNet,0001037646-14-000005,0001037646-14-000005,2012-01-01,2012-12-31,2013-01-01,2013-12-31,R2.htm,Consolidated Statements of Operations,1001000 - Statement - Consolidated Statements of Operations,http://www.mt.com/role/ConsolidatedStatementsOfOperations,Total Net Sales,us-gaap:SalesRevenueNet,rou,0.0,1000.0,thousands,1.0,"[{""statement_file"":""R2.htm"",""short_name"":""Consolidated Statements of Operations"",""long_name"":""1001000 - Statement - Consolidated Statements of Operations"",""role"":""http://www.mt.com/role/ConsolidatedStatementsOfOperations"",""label"":""Total Net Sales"",""concepts"":""us-gaap:SalesRevenueNet"",""row_class"":""rou"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""0"",""comparative_end"":""2012-12-31"",""comparative_value"":2341528000.0,""current_end"":""2013-12-31"",""current_value"":2378972000.0}]",2011-2014,,,,,,random_available_D5,https://www.sec.gov/Archives/edgar/data/1037646/000103764614000005/R2.htm,data/raw/sec_filings/revenue_statement_evidence/0001037646/000103764614000005/R2.htm,pending,,,,,,,
0001257640,2012,KRONOS WORLDWIDE INC,train,Industrials_Manufacturing,2810,available,1.0,0001564590-14-000695,primary_statement_consolidated_revenue_confirmed,sales_revenue_net,1976300000.0,1732400000.0,SalesRevenueNet,SalesRevenueNet,0001564590-14-000695,0001564590-14-000695,2012-01-01,2012-12-31,2013-01-01,2013-12-31,R4.htm,CONSOLIDATED STATEMENTS OF OPERATIONS,100030 - Statement - CONSOLIDATED STATEMENTS OF OPERATIONS,http://www.kronosww.com/20131231/taxonomy/role/StatementCONSOLIDATEDSTATEMENTSOFOPERATIONS,Net sales,us-gaap:SalesRevenueNet,re,0.0,1000000.0,millions,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""CONSOLIDATED STATEMENTS OF OPERATIONS"",""long_name"":""100030 - Statement - CONSOLIDATED STATEMENTS OF OPERATIONS"",""role"":""http://www.kronosww.com/20131231/taxonomy/role/StatementCONSOLIDATEDSTATEMENTSOFOPERATIONS"",""label"":""Net sales"",""concepts"":""us-gaap:SalesRevenueNet"",""row_class"":""re"",""scale"":1000000.0,""scale_label"":""millions"",""statement_priority"":""0"",""comparative_end"":""2012-12-31"",""comparative_value"":1976300000.0,""current_end"":""2013-12-31"",""current_value"":1732400000.0}]",2011-2014,,,,,,random_available_D5,https://www.sec.gov/Archives/edgar/data/1257640/000156459014000695/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0001257640/000156459014000695/R4.htm,pending,,,,,,,
0000109563,2014,APPLIED INDUSTRIAL TECHNOLOGIES INC,train,Extended_Candidate,5080,available,0.0,0000109563-15-000129,primary_statement_consolidated_revenue_confirmed,sales_revenue_net,2459878000.0,2751561000.0,SalesRevenueNet,SalesRevenueNet,0000109563-15-000129,0000109563-15-000129,2013-07-01,2014-06-30,2014-07-01,2015-06-30,R2.htm,Statements of Consolidated Income,1001000 - Statement - Statements of Consolidated Income,http://www.applied.com/role/StatementsOfConsolidatedIncome,Net Sales,us-gaap:SalesRevenueNet,ro,0.0,1000.0,thousands,1.0,"[{""statement_file"":""R2.htm"",""short_name"":""Statements of Consolidated Income"",""long_name"":""1001000 - Statement - Statements of Consolidated Income"",""role"":""http://www.applied.com/role/StatementsOfConsolidatedIncome"",""label"":""Net Sales"",""concepts"":""us-gaap:SalesRevenueNet"",""row_class"":""ro"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""0"",""comparative_end"":""2014-06-30"",""comparative_value"":2459878000.0,""current_end"":""2015-06-30"",""current_value"":2751561000.0}]",2011-2014,,,,,,random_available_D5,https://www.sec.gov/Archives/edgar/data/109563/000010956315000129/R2.htm,data/raw/sec_filings/revenue_statement_evidence/0000109563/000010956315000129/R2.htm,pending,,,,,,,
0000878927,2015,"OLD DOMINION FREIGHT LINE, INC.",train,Extended_Candidate,4213,available,0.0,0000878927-17-000005,primary_statement_consolidated_revenue_confirmed,services_revenue_only,2972442000.0,2991517000.0,SalesRevenueServicesNet,SalesRevenueServicesNet,0000878927-17-000005,0000878927-17-000005,2015-01-01,2015-12-31,2016-01-01,2016-12-31,R4.htm,Statements Of Operations,1002000 - Statement - Statements Of Operations,http://www.odfl.com/role/StatementsOfOperations,Revenue from operations,us-gaap:SalesRevenueServicesNet,ro,0.0,1000.0,thousands,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""Statements Of Operations"",""long_name"":""1002000 - Statement - Statements Of Operations"",""role"":""http://www.odfl.com/role/StatementsOfOperations"",""label"":""Revenue from operations"",""concepts"":""us-gaap:SalesRevenueServicesNet"",""row_class"":""ro"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""0"",""comparative_end"":""2015-12-31"",""comparative_value"":2972442000.0,""current_end"":""2016-12-31"",""current_value"":2991517000.0}]",2015-2018,,,,,,random_available_D5,https://www.sec.gov/Archives/edgar/data/878927/000087892717000005/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0000878927/000087892717000005/R4.htm,pending,,,,,,,
0000886163,2015,LIGAND PHARMACEUTICALS INC,train,Industrials_Manufacturing,2834,available,0.0,0000886163-17-000021,primary_statement_consolidated_revenue_confirmed,revenues_general,71914000.0,108973000.0,Revenues,Revenues,0000886163-17-000021,0000886163-17-000021,2015-01-01,2015-12-31,2016-01-01,2016-12-31,R4.htm,CONSOLIDATED STATEMENTS OF OPERATIONS,1002000 - Statement - CONSOLIDATED STATEMENTS OF OPERATIONS,http://www.ligand.com/role/ConsolidatedStatementsOfOperations,Total revenues,us-gaap:Revenues,reu,0.0,1000.0,thousands,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""CONSOLIDATED STATEMENTS OF OPERATIONS"",""long_name"":""1002000 - Statement - CONSOLIDATED STATEMENTS OF OPERATIONS"",""role"":""http://www.ligand.com/role/ConsolidatedStatementsOfOperations"",""label"":""Total revenues"",""concepts"":""us-gaap:Revenues"",""row_class"":""reu"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""0"",""comparative_end"":""2015-12-31"",""comparative_value"":71914000.0,""current_end"":""2016-12-31"",""current_value"":108973000.0}]",2015-2018,,,,,,random_available_D5,https://www.sec.gov/Archives/edgar/data/886163/000088616317000021/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0000886163/000088616317000021/R4.htm,pending,,,,,,,
0001117171,2015,"CBAK Energy Technology, Inc.",train,Industrials_Manufacturing,3690,available,1.0,0001062993-17-000203,primary_statement_consolidated_revenue_confirmed,sales_revenue_net,13904414.0,10369444.0,SalesRevenueNet,SalesRevenueNet,0001062993-17-000203,0001062993-17-000203,2014-10-01,2015-09-30,2015-10-01,2016-09-30,R4.htm,Condensed consolidated statements of operations and comprehensive (loss) income,104 - Statement - Condensed consolidated statements of operations and comprehensive (loss) income,http://www.bak.com.cn/taxonomy/role/IncomeStatement,Net revenues,us-gaap:SalesRevenueNet,re,0.0,1.0,units,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""Condensed consolidated statements of operations and comprehensive (loss) income"",""long_name"":""104 - Statement - Condensed consolidated statements of operations and comprehensive (loss) income"",""role"":""http://www.bak.com.cn/taxonomy/role/IncomeStatement"",""label"":""Net revenues"",""concepts"":""us-gaap:SalesRevenueNet"",""row_class"":""re"",""scale"":1.0,""scale_label"":""units"",""statement_priority"":""0"",""comparative_end"":""2015-09-30"",""comparative_value"":13904414.0,""current_end"":""2016-09-30"",""current_value"":10369444.0}]",2015-2018,,,,,,random_available_D5,https://www.sec.gov/Archives/edgar/data/1117171/000106299317000203/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0001117171/000106299317000203/R4.htm,pending,,,,,,,
0001433195,2015,APPFOLIO INC,train,Technology,7372,available,0.0,0001433195-17-000010,primary_statement_consolidated_revenue_confirmed,sales_revenue_net,74977000.0,105586000.0,SalesRevenueNet,SalesRevenueNet,0001433195-17-000010,0001433195-17-000010,2015-01-01,2015-12-31,2016-01-01,2016-12-31,R4.htm,Consolidated Statements of Operations,1002000 - Statement - Consolidated Statements of Operations,http://www.appfolio.com/role/ConsolidatedStatementsOfOperations,Revenue,us-gaap:SalesRevenueNet,ro,0.0,1.0,units,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""Consolidated Statements of Operations"",""long_name"":""1002000 - Statement - Consolidated Statements of Operations"",""role"":""http://www.appfolio.com/role/ConsolidatedStatementsOfOperations"",""label"":""Revenue"",""concepts"":""us-gaap:SalesRevenueNet"",""row_class"":""ro"",""scale"":1.0,""scale_label"":""units"",""statement_priority"":""0"",""comparative_end"":""2015-12-31"",""comparative_value"":74977000.0,""current_end"":""2016-12-31"",""current_value"":105586000.0}]",2015-2018,,,,,,random_available_D5,https://www.sec.gov/Archives/edgar/data/1433195/000143319517000010/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0001433195/000143319517000010/R4.htm,pending,,,,,,,
0000944148,2016,"CBIZ, Inc.",train,Extended_Candidate,7389,available,0.0,0001564590-18-004128,primary_statement_consolidated_revenue_confirmed,revenues_general,799832000.0,855340000.0,Revenues,Revenues,0001564590-18-004128,0001564590-18-004128,2016-01-01,2016-12-31,2017-01-01,2017-12-31,R4.htm,Consolidated Statements of Comprehensive Income,100030 - Statement - Consolidated Statements of Comprehensive Income,http://www.cbiz.com/20171231/taxonomy/role/StatementConsolidatedStatementsOfComprehensiveIncome,Revenue,us-gaap:Revenues,ro,1.0,1000.0,thousands,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""Consolidated Statements of Comprehensive Income"",""long_name"":""100030 - Statement - Consolidated Statements of Comprehensive Income"",""role"":""http://www.cbiz.com/20171231/taxonomy/role/StatementConsolidatedStatementsOfComprehensiveIncome"",""label"":""Revenue"",""concepts"":""us-gaap:Revenues"",""row_class"":""ro"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""1"",""comparative_end"":""2016-12-31"",""comparative_value"":799832000.0,""current_end"":""2017-12-31"",""current_value"":855340000.0}]",2015-2018,,,,,,random_available_D5,https://www.sec.gov/Archives/edgar/data/944148/000156459018004128/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0000944148/000156459018004128/R4.htm,pending,,,,,,,
0001425292,2016,"CVR PARTNERS, LP",train,Industrials_Manufacturing,2870,missing,0.0,0001425292-18-000022,primary_statement_consolidated_revenue_confirmed,goods_revenue_only,356284000.0,330802000.0,SalesRevenueGoodsNet,SalesRevenueGoodsNet,0001425292-18-000022,0001425292-18-000022,2016-01-01,2016-12-31,2017-01-01,2017-12-31,R4.htm,CONSOLIDATED STATEMENTS OF OPERATIONS,1002000 - Statement - CONSOLIDATED STATEMENTS OF OPERATIONS,http://www.cvrpartners.com/role/ConsolidatedStatementsOfOperations,Net sales,us-gaap:SalesRevenueGoodsNet,re,0.0,1000.0,thousands,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""CONSOLIDATED STATEMENTS OF OPERATIONS"",""long_name"":""1002000 - Statement - CONSOLIDATED STATEMENTS OF OPERATIONS"",""role"":""http://www.cvrpartners.com/role/ConsolidatedStatementsOfOperations"",""label"":""Net sales"",""concepts"":""us-gaap:SalesRevenueGoodsNet"",""row_class"":""re"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""0"",""comparative_end"":""2016-12-31"",""comparative_value"":356284000.0,""current_end"":""2017-12-31"",""current_value"":330802000.0}]",2015-2018,,,,,,random_available_D5,https://www.sec.gov/Archives/edgar/data/1425292/000142529218000022/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0001425292/000142529218000022/R4.htm,pending,,,,,,,
0000868278,2018,"ProPhase Labs, Inc.",train,Industrials_Manufacturing,2834,available,1.0,0001493152-20-004807,primary_statement_consolidated_revenue_confirmed,contract_revenue_excluding_tax,13126000.0,9876000.0,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerExcludingAssessedTax,0001493152-20-004807,0001493152-20-004807,2018-01-01,2018-12-31,2019-01-01,2019-12-31,R4.htm,Consolidated Statements of Operations and Other Comprehensive Income (Loss),00000004 - Statement - Consolidated Statements of Operations and Other Comprehensive Income (Loss),http://prophaselabs.com/role/StatementsOfOperationsAndOtherComprehensiveIncomeLoss,Net sales,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,ro,0.0,1000.0,thousands,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""Consolidated Statements of Operations and Other Comprehensive Income (Loss)"",""long_name"":""00000004 - Statement - Consolidated Statements of Operations and Other Comprehensive Income (Loss)"",""role"":""http://prophaselabs.com/role/StatementsOfOperationsAndOtherComprehensiveIncomeLoss"",""label"":""Net sales"",""concepts"":""us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax"",""row_class"":""ro"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""0"",""comparative_end"":""2018-12-31"",""comparative_value"":13126000.0,""current_end"":""2019-12-31"",""current_value"":9876000.0}]",2015-2018,,,,,,random_available_D5,https://www.sec.gov/Archives/edgar/data/868278/000149315220004807/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0000868278/000149315220004807/R4.htm,pending,,,,,,,
0001121788,2019,GARMIN LTD,train,Technology,3812,available,0.0,0001564590-21-006192,primary_statement_consolidated_revenue_confirmed,contract_revenue_excluding_tax,3757505000.0,4186573000.0,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerExcludingAssessedTax,0001564590-21-006192,0001564590-21-006192,2018-12-30,2019-12-28,2019-12-29,2020-12-26,R4.htm,Consolidated Statements of Income,100030 - Statement - Consolidated Statements of Income,http://garmin.com/20201226/taxonomy/role/StatementConsolidatedStatementsOfIncome,Net sales,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,ro,0.0,1000.0,thousands,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""Consolidated Statements of Income"",""long_name"":""100030 - Statement - Consolidated Statements of Income"",""role"":""http://garmin.com/20201226/taxonomy/role/StatementConsolidatedStatementsOfIncome"",""label"":""Net sales"",""concepts"":""us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax"",""row_class"":""ro"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""0"",""comparative_end"":""2019-12-28"",""comparative_value"":3757505000.0,""current_end"":""2020-12-26"",""current_value"":4186573000.0}]",2019-2022,,,,,,random_available_D5,https://www.sec.gov/Archives/edgar/data/1121788/000156459021006192/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0001121788/000156459021006192/R4.htm,pending,,,,,,,
0000816956,2020,CONMED Corp,train,Industrials_Manufacturing,3845,available,0.0,0000816956-22-000004,primary_statement_consolidated_revenue_confirmed,revenues_general,862459000.0,1010635000.0,Revenues,Revenues,0000816956-22-000004,0000816956-22-000004,2020-01-01,2020-12-31,2021-01-01,2021-12-31,R4.htm,Consolidated Statements of Comprehensive Income,1003004 - Statement - Consolidated Statements of Comprehensive Income,http://www.conmed.com/role/ConsolidatedStatementsofComprehensiveIncome,Revenues,us-gaap:Revenues,ro,1.0,1000.0,thousands,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""Consolidated Statements of Comprehensive Income"",""long_name"":""1003004 - Statement - Consolidated Statements of Comprehensive Income"",""role"":""http://www.conmed.com/role/ConsolidatedStatementsofComprehensiveIncome"",""label"":""Revenues"",""concepts"":""us-gaap:Revenues"",""row_class"":""ro"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""1"",""comparative_end"":""2020-12-31"",""comparative_value"":862459000.0,""current_end"":""2021-12-31"",""current_value"":1010635000.0}]",2019-2022,,,,,,random_available_D5,https://www.sec.gov/Archives/edgar/data/816956/000081695622000004/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0000816956/000081695622000004/R4.htm,pending,,,,,,,
0000919012,2020,AMERICAN EAGLE OUTFITTERS INC,train,Retail,5651,available,0.0,0000950170-22-003587,primary_statement_consolidated_revenue_confirmed,contract_revenue_excluding_tax,3759113000.0,5010785000.0,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerExcludingAssessedTax,0000950170-22-003587,0000950170-22-003587,2020-02-02,2021-01-30,2021-01-31,2022-01-29,R4.htm,Consolidated Statements of Operations,100030 - Statement - Consolidated Statements of Operations,http://www.ae.com/20220129/taxonomy/role/Role_StatementConsolidatedStatementsOfOperations,Total net revenue,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,ro,0.0,1000.0,thousands,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""Consolidated Statements of Operations"",""long_name"":""100030 - Statement - Consolidated Statements of Operations"",""role"":""http://www.ae.com/20220129/taxonomy/role/Role_StatementConsolidatedStatementsOfOperations"",""label"":""Total net revenue"",""concepts"":""us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax"",""row_class"":""ro"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""0"",""comparative_end"":""2021-01-30"",""comparative_value"":3759113000.0,""current_end"":""2022-01-29"",""current_value"":5010785000.0}]",2019-2022,,,,,,random_available_D5,https://www.sec.gov/Archives/edgar/data/919012/000095017022003587/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0000919012/000095017022003587/R4.htm,pending,,,,,,,
0001084765,2020,"RESOURCES CONNECTION, INC.",train,Extended_Candidate,7389,available,1.0,0001084765-21-000017,primary_statement_consolidated_revenue_confirmed,contract_revenue_excluding_tax,703353000.0,629516000.0,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerExcludingAssessedTax,0001084765-21-000017,0001084765-21-000017,2019-05-26,2020-05-30,2020-05-31,2021-05-29,R4.htm,Consolidated Statements Of Operations,00200 - Statement - Consolidated Statements Of Operations,http://www.resourcesglobal.com/role/StatementConsolidatedStatementsOfOperations,Revenue,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,ro,0.0,1000.0,thousands,1.0,"[{""statement_file"":""R4.htm"",""short_name"":""Consolidated Statements Of Operations"",""long_name"":""00200 - Statement - Consolidated Statements Of Operations"",""role"":""http://www.resourcesglobal.com/role/StatementConsolidatedStatementsOfOperations"",""label"":""Revenue"",""concepts"":""us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax"",""row_class"":""ro"",""scale"":1000.0,""scale_label"":""thousands"",""statement_priority"":""0"",""comparative_end"":""2020-05-30"",""comparative_value"":703353000.0,""current_end"":""2021-05-29"",""current_value"":629516000.0}]",2019-2022,,,,,,random_available_D5,https://www.sec.gov/Archives/edgar/data/1084765/000108476521000017/R4.htm,data/raw/sec_filings/revenue_statement_evidence/0001084765/000108476521000017/R4.htm,pending,,,,,,,
