rank,family,family_label,configuration_id,model_configuration,feature_block,parameters_display,training_seed,status,failure_code,convergence_status,pooled_oof_n,pooled_oof_positive_n,pooled_oof_positive_share,pooled_oof_pr_auc,pooled_oof_roc_auc,fold_pr_auc_mean,fold_pr_auc_sample_sd,runtime_seconds,delta_pr_auc_vs_dummy,delta_pr_auc_vs_fixed_l2,identity
226,xgboost,XGBoost,model_stage_v1__coarse__xgboost__014,XGBoost | model_stage_v1__coarse__xgboost__014,L+D,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""imbalance"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 8, ""min_child_weight"": 1, ""n_estimators"": 500, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.34848514104542266,0.72197418055864504,0.35238138557069743,0.055254639198365013,25.681560207973234,0.17620199012261226,-0.033169710883074466,xgboost|L+D|model_stage_v1__coarse__xgboost__014|seed=20260818
227,xgboost,XGBoost,model_stage_v1__coarse__xgboost__012,XGBoost | model_stage_v1__coarse__xgboost__012,L,"{""colsample_bytree"": 0.7, ""gamma"": 0.1, ""imbalance"": ""sqrt"", ""learning_rate"": 0.1, ""max_depth"": 8, ""min_child_weight"": 20, ""n_estimators"": 500, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.34749675380432887,0.72254418954105681,0.35005979375954061,0.050892317469495872,14.596137834945694,0.17521360288151847,-0.034158098124168257,xgboost|L|model_stage_v1__coarse__xgboost__012|seed=20260818
228,xgboost,XGBoost,model_stage_v1__coarse__xgboost__014,XGBoost | model_stage_v1__coarse__xgboost__014,L,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""imbalance"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 8, ""min_child_weight"": 1, ""n_estimators"": 500, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.34537654814326113,0.71291423713429602,0.34910020056505281,0.048073756277876183,19.145304833014961,0.17309339722045072,-0.036278303785235999,xgboost|L|model_stage_v1__coarse__xgboost__014|seed=20260818
229,xgboost,XGBoost,model_stage_v1__coarse__xgboost__008,XGBoost | model_stage_v1__coarse__xgboost__008,L+D,"{""colsample_bytree"": 0.7, ""gamma"": 0.1, ""imbalance"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 5, ""min_child_weight"": 5, ""n_estimators"": 800, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.34375638526265107,0.71542741290698897,0.3466926352547659,0.053374716573302235,16.945812666031998,0.17147323433984066,-0.037898466665846064,xgboost|L+D|model_stage_v1__coarse__xgboost__008|seed=20260818
230,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__009,SVM RBF | model_stage_v1__coarse__rbf_svm__009,L,"{""C"": 10.0, ""gamma"": 0.01, ""imbalance"": ""none""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.34091734076763225,0.6358190947298975,0.34491025111177659,0.047155208745579727,33.348456917039584,0.16863418984482184,-0.040737511160864881,rbf_svm|L|model_stage_v1__coarse__rbf_svm__009|seed=20260818
231,pytorch_mlp,MLP (PyTorch),model_stage_v1__coarse__pytorch_mlp__epochs_200__012,MLP (PyTorch) | model_stage_v1__coarse__pytorch_mlp__epochs_200__012,L+D,"{""activation"": ""tanh"", ""batch_size"": 64, ""epochs"": 200, ""hidden_layer_sizes"": [64, 32], ""imbalance"": ""sqrt"", ""learning_rate"": 0.001, ""weight_decay"": 0.0001}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.34060132348641975,0.69675352840294646,0.34794442434352008,0.032378168169317274,174.52861979207955,0.16831817256360934,-0.041053528442077381,pytorch_mlp|L+D|model_stage_v1__coarse__pytorch_mlp__epochs_200__012|seed=20260818
232,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__005,SVM RBF | model_stage_v1__coarse__rbf_svm__005,L,"{""C"": 1.0, ""gamma"": 0.1, ""imbalance"": ""none""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.33859274815832524,0.64574123950856355,0.34430259149182985,0.054775539896969955,29.441145501099527,0.16630959723551483,-0.043062103770171889,rbf_svm|L|model_stage_v1__coarse__rbf_svm__005|seed=20260818
233,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__002,SVM RBF | model_stage_v1__coarse__rbf_svm__002,L,"{""C"": 1.0, ""gamma"": ""scale"", ""imbalance"": ""none""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.33853490481393445,0.64527318078613205,0.3430783544403781,0.055599759613058526,30.71645978995366,0.16625175389112404,-0.043119947114562684,rbf_svm|L|model_stage_v1__coarse__rbf_svm__002|seed=20260818
234,pytorch_mlp,MLP (PyTorch),model_stage_v1__coarse__pytorch_mlp__epochs_200__012,MLP (PyTorch) | model_stage_v1__coarse__pytorch_mlp__epochs_200__012,L+D+R,"{""activation"": ""tanh"", ""batch_size"": 64, ""epochs"": 200, ""hidden_layer_sizes"": [64, 32], ""imbalance"": ""sqrt"", ""learning_rate"": 0.001, ""weight_decay"": 0.0001}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.32882762237794561,0.66949906468599096,0.33738066271092332,0.054469259820015263,176.82079491595505,0.1565444714551352,-0.052827229550551524,pytorch_mlp|L+D+R|model_stage_v1__coarse__pytorch_mlp__epochs_200__012|seed=20260818
235,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__001,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__001,L+D+R,"{""C"": 0.001, ""imbalance"": ""none"", ""l1_ratio"": 0.75}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.32578161288095725,0.70942818673040897,0.36076858327792377,0.058646452687185865,10.9998948739958,0.15349846195814684,-0.05587323904753988,elastic_net_logistic|L+D+R|model_stage_v1__coarse__elastic_net_logistic__001|seed=20260818
236,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__001,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__001,L,"{""C"": 0.001, ""imbalance"": ""none"", ""l1_ratio"": 0.75}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.31417709570232211,0.6964960559338208,0.3480378871704648,0.050072934499904319,10.48109283298254,0.1418939447795117,-0.067477756226175023,elastic_net_logistic|L|model_stage_v1__coarse__elastic_net_logistic__001|seed=20260818
237,elastic_net_logistic,Regresja logistyczna Elastic Net,model_stage_v1__coarse__elastic_net_logistic__001,Regresja logistyczna Elastic Net | model_stage_v1__coarse__elastic_net_logistic__001,L+D,"{""C"": 0.001, ""imbalance"": ""none"", ""l1_ratio"": 0.75}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.31417547993731137,0.69649312913209882,0.3480378871704648,0.050072934499904319,11.913479207956698,0.14189232901450097,-0.067479371991185755,elastic_net_logistic|L+D|model_stage_v1__coarse__elastic_net_logistic__001|seed=20260818
238,dummy_prior,Dummy (prior),model_stage_v1__coarse__dummy_prior__001,Dummy (prior) | model_stage_v1__coarse__dummy_prior__001,BLOCK_AGNOSTIC,"{""imbalance"": ""none"", ""strategy"": ""prior""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.17228315092281041,0.46256921886072344,0.18357300312944089,0.036527119771290084,11.204956500034314,0,-0.20937170100568672,dummy_prior|BLOCK_AGNOSTIC|model_stage_v1__coarse__dummy_prior__001|seed=20260818
239,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__007,SVM RBF | model_stage_v1__coarse__rbf_svm__007,L,"{""C"": 10.0, ""gamma"": ""scale"", ""imbalance"": ""none""}",20260818,FAMILY_CANDIDATE_TECHNICALLY_INVALID,PARTIAL_OR_INVALID_FOLD,NOT_CONVERGED_OR_INVALID,,,,,,,,41.541561541031115,,,rbf_svm|L|model_stage_v1__coarse__rbf_svm__007|seed=20260818
240,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__011,SVM RBF | model_stage_v1__coarse__rbf_svm__011,L,"{""C"": 10.0, ""gamma"": 0.1, ""imbalance"": ""none""}",20260818,FAMILY_CANDIDATE_TECHNICALLY_INVALID,PARTIAL_OR_INVALID_FOLD,NOT_CONVERGED_OR_INVALID,,,,,,,,41.66218404105166,,,rbf_svm|L|model_stage_v1__coarse__rbf_svm__011|seed=20260818
241,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__012,SVM RBF | model_stage_v1__coarse__rbf_svm__012,L,"{""C"": 100.0, ""gamma"": ""scale"", ""imbalance"": ""sqrt""}",20260818,FAMILY_CANDIDATE_TECHNICALLY_INVALID,PARTIAL_OR_INVALID_FOLD,NOT_CONVERGED_OR_INVALID,,,,,,,,53.697779791022185,,,rbf_svm|L|model_stage_v1__coarse__rbf_svm__012|seed=20260818
242,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__007,SVM RBF | model_stage_v1__coarse__rbf_svm__007,L+D,"{""C"": 10.0, ""gamma"": ""scale"", ""imbalance"": ""none""}",20260818,FAMILY_CANDIDATE_TECHNICALLY_INVALID,PARTIAL_OR_INVALID_FOLD,NOT_CONVERGED_OR_INVALID,,,,,,,,41.002319125982467,,,rbf_svm|L+D|model_stage_v1__coarse__rbf_svm__007|seed=20260818
243,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__011,SVM RBF | model_stage_v1__coarse__rbf_svm__011,L+D,"{""C"": 10.0, ""gamma"": 0.1, ""imbalance"": ""none""}",20260818,FAMILY_CANDIDATE_TECHNICALLY_INVALID,PARTIAL_OR_INVALID_FOLD,NOT_CONVERGED_OR_INVALID,,,,,,,,41.695715625945013,,,rbf_svm|L+D|model_stage_v1__coarse__rbf_svm__011|seed=20260818
244,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__012,SVM RBF | model_stage_v1__coarse__rbf_svm__012,L+D,"{""C"": 100.0, ""gamma"": ""scale"", ""imbalance"": ""sqrt""}",20260818,FAMILY_CANDIDATE_TECHNICALLY_INVALID,PARTIAL_OR_INVALID_FOLD,NOT_CONVERGED_OR_INVALID,,,,,,,,57.736752082884777,,,rbf_svm|L+D|model_stage_v1__coarse__rbf_svm__012|seed=20260818
245,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__007,SVM RBF | model_stage_v1__coarse__rbf_svm__007,L+D+R,"{""C"": 10.0, ""gamma"": ""scale"", ""imbalance"": ""none""}",20260818,FAMILY_CANDIDATE_TECHNICALLY_INVALID,PARTIAL_OR_INVALID_FOLD,NOT_CONVERGED_OR_INVALID,,,,,,,,42.515114917012397,,,rbf_svm|L+D+R|model_stage_v1__coarse__rbf_svm__007|seed=20260818
246,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__011,SVM RBF | model_stage_v1__coarse__rbf_svm__011,L+D+R,"{""C"": 10.0, ""gamma"": 0.1, ""imbalance"": ""none""}",20260818,FAMILY_CANDIDATE_TECHNICALLY_INVALID,PARTIAL_OR_INVALID_FOLD,NOT_CONVERGED_OR_INVALID,,,,,,,,40.649494459037669,,,rbf_svm|L+D+R|model_stage_v1__coarse__rbf_svm__011|seed=20260818
247,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__012,SVM RBF | model_stage_v1__coarse__rbf_svm__012,L+D+R,"{""C"": 100.0, ""gamma"": ""scale"", ""imbalance"": ""sqrt""}",20260818,FAMILY_CANDIDATE_TECHNICALLY_INVALID,PARTIAL_OR_INVALID_FOLD,NOT_CONVERGED_OR_INVALID,,,,,,,,52.862066625035368,,,rbf_svm|L+D+R|model_stage_v1__coarse__rbf_svm__012|seed=20260818
